User_ID,Product_ID,Category,Price (Rs.),Discount (%),Final_Price(Rs.),Payment_Method,Purchase_Date,Year,Month,Day,Weekday,Demand
171c325f,ce4c61d2-d,5,236.78,25,177.59,3,2024-06-23,2024,6,23,3,144
ed799954,d2f40c10-8,5,439.4,10,395.46,0,2024-04-03,2024,4,3,6,63
4e3e6bab,3d8c1bc0-8,6,133.33,5,126.66,1,2024-05-19,2024,5,19,3,112
29b1dbdf,1bec4273-5,0,199.31,5,189.34,4,2024-08-31,2024,8,31,2,118
11692893,e570765e-b,3,143.68,10,129.31,4,2024-08-02,2024,8,2,0,119
6258f6d7,be05d6b5-2,4,313.37,15,266.36,4,2024-07-28,2024,7,28,3,97
ade66e84,06ea5adb-3,3,311.05,30,217.73,3,2024-04-27,2024,4,27,2,143
7bad321f,0d1765cc-2,0,71.34,0,71.34,4,2024-09-10,2024,9,10,5,120
cf78ab9a,23eca2e3-4,1,354.11,0,354.11,2,2024-06-29,2024,6,29,2,58
a1573efd,00bb902e-c,1,163.91,10,147.52,0,2024-09-22,2024,9,22,3,126
8f87ab8c,c1cbbee6-d,2,460.83,30,322.58,0,2024-02-17,2024,2,17,2,122
3be9cded,8730a0ee-7,0,49.61,20,39.69,1,2024-04-17,2024,4,17,6,191
c0895f76,9869b403-1,2,325.51,15,276.68,2,2024-11-10,2024,11,10,3,132
52d2c78c,7936a1cb-1,1,394.16,10,354.74,3,2024-11-02,2024,11,2,2,114
b53aa320,a49efe9f-9,4,440.11,5,418.1,2,2024-09-19,2024,9,19,4,43
fe747fa8,c0b10d64-7,1,94.52,30,66.16,0,2024-10-10,2024,10,10,4,228
fab2b55b,474c66bf-3,0,209.41,50,104.7,3,2024-10-31,2024,10,31,4,275
4632f85b,312bc8fc-8,6,413.31,30,289.32,3,2024-03-07,2024,3,7,4,125
c6781108,f048a4a2-5,5,205.82,5,195.53,1,2024-10-07,2024,10,7,1,125
5bc7097b,118fb0b7-5,4,110.73,30,77.51,0,2024-11-21,2024,11,21,4,217
e7dc9f25,36d0d0c8-a,6,432.1,5,410.5,3,2024-06-07,2024,6,7,0,50
f8fec828,a1d11037-3,5,375.09,5,356.34,2,2024-10-26,2024,10,26,2,84
a0b8e39d,5f7c41ee-8,3,69.77,5,66.28,2,2024-06-17,2024,6,17,1,123
81f9a928,148cb3f3-1,0,430.96,15,366.32,0,2024-09-10,2024,9,10,5,96
91da6560,03855207-2,4,429.69,30,300.78,0,2024-02-07,2024,2,7,6,129
26d5be1a,5409dd3e-8,1,381.28,15,324.09,0,2024-10-05,2024,10,5,2,123
7bf93a72,fb807119-e,6,72.87,20,58.3,2,2024-02-14,2024,2,14,6,167
32839723,a875d9c4-3,0,37.67,25,28.25,4,2024-04-07,2024,4,7,3,205
2c2500ea,c0b273c2-5,1,485.0,15,412.25,3,2024-11-17,2024,11,17,3,108
39d11da5,61c34d6b-7,4,214.45,0,214.45,1,2024-04-14,2024,4,14,3,79
70f75830,e7f6b561-2,0,315.89,0,315.89,0,2024-01-02,2024,1,2,5,74
3066b9d4,e5e1cfb0-8,1,211.67,50,105.83,3,2024-05-07,2024,5,7,5,234
a35fe5e5,108aa207-b,6,490.75,30,343.52,1,2024-07-01,2024,7,1,1,114
a3e73890,06a09e72-0,6,444.27,10,399.84,0,2024-02-26,2024,2,26,1,58
e3c4830d,d0b8fdbd-c,5,244.61,10,220.15,3,2024-08-23,2024,8,23,0,104
186f1145,6a7a755f-3,1,444.87,30,311.41,1,2024-03-09,2024,3,9,2,127
a2dd035d,8fb4616e-1,1,231.08,10,207.97,2,2024-01-31,2024,1,31,6,109
b2de1538,211045d2-8,0,32.39,20,25.91,1,2024-05-11,2024,5,11,2,189
3b7c7e0d,19c38aae-f,6,260.74,5,247.7,3,2024-09-20,2024,9,20,0,82
cab404e5,96cc2aff-a,3,446.14,0,446.14,4,2024-01-03,2024,1,3,6,27
c0b59a57,1f547b94-e,0,144.56,10,130.1,4,2024-08-08,2024,8,8,4,144
5a2835a0,38cc3695-2,4,467.35,50,233.68,2,2024-07-11,2024,7,11,4,174
68376ad1,0c216a89-c,6,71.02,50,35.51,0,2024-11-17,2024,11,17,3,280
e6b61602,8154e3b9-f,5,374.32,50,187.16,0,2024-01-07,2024,1,7,3,193
ed127a6a,9a063b15-b,1,61.82,20,49.46,4,2024-01-21,2024,1,21,3,172
cdce35a4,1c38c5f3-a,4,214.64,20,171.71,0,2024-08-05,2024,8,5,1,136
b7ce1000,4743f61c-6,1,220.76,15,187.65,0,2024-03-14,2024,3,14,4,128
